X,popularity,song_id,artist_id,album_id,song_name,artist_name,album_name,explicit,disc_number,track_number,uri,tempo,type,key,loudness,mode,speechiness,liveness,valence,danceability,energy,track_href,analysis_url,duration_ms,time_signature,acousticness,instrumentalness,artist_genres,artist_popularity,album_popularity,album_release_date,,,
999,74,6ooluO7DiEhI1zmK94nRCM,0XNa1vTidXlvJ2gHSsRi4A,0mUEGMT2YlzCWGeWOJjBKD,Take Me Out,Franz Ferdinand,Franz Ferdinand,FALSE,1,3,spotify:track:6ooluO7DiEhI1zmK94nRCM,104.545,audio_features,9,-8.821,1,0.0371,0.136,0.494,0.278,0.676,https://api.spotify.com/v1/tracks/6ooluO7DiEhI1zmK94nRCM,https://api.spotify.com/v1/audio-analysis/6ooluO7DiEhI1zmK94nRCM,237027,4,0.000423,0.000899,alternative rock,70,64,2004,,,
1026,75,61mWefnWQOLf90gepjOCb3,05fG473iIaoy82BF1aGhL8,4ZDBQSIDIZRUBOG2OHcN3T,Duality,Slipknot,Vol. 3: The Subliminal Verses [Special Package],FALSE,1,4,spotify:track:61mWefnWQOLf90gepjOCb3,143.772,audio_features,4,-3.026,0,0.168,0.204,0.194,0.354,0.982,https://api.spotify.com/v1/tracks/61mWefnWQOLf90gepjOCb3,https://api.spotify.com/v1/audio-analysis/61mWefnWQOLf90gepjOCb3,252613,4,0.000237,0.000294,alternative metal,76,70,2004,,,
1053,73,6wqJeItl3Vc3az4ZicSQAB,05fG473iIaoy82BF1aGhL8,4ZDBQSIDIZRUBOG2OHcN3T,Before I Forget,Slipknot,Vol. 3: The Subliminal Verses [Special Package],FALSE,1,10,spotify:track:6wqJeItl3Vc3az4ZicSQAB,134.724,audio_features,6,-2.997,0,0.171,0.886,0.348,0.291,0.974,https://api.spotify.com/v1/tracks/6wqJeItl3Vc3az4ZicSQAB,https://api.spotify.com/v1/audio-analysis/6wqJeItl3Vc3az4ZicSQAB,278600,4,0.0177,5.44E-06,alternative metal,76,70,2004,,,
1107,72,5dTHtzHFPyi8TlTtzoz1J9,7FBcuc1gsnv6Y1nwFtNRCb,3DuiGV3J09SUhvp8gqNx8h,Helena (So Long & Goodnight),My Chemical Romance,Three Cheers For Sweet Revenge,FALSE,1,1,spotify:track:5dTHtzHFPyi8TlTtzoz1J9,125.921,audio_features,4,-3.487,1,0.104,0.209,0.0857,0.356,0.96,https://api.spotify.com/v1/tracks/5dTHtzHFPyi8TlTtzoz1J9,https://api.spotify.com/v1/audio-analysis/5dTHtzHFPyi8TlTtzoz1J9,204733,4,0.0142,0,emo,76,69,6/8/2004,,,
1134,71,7lRlq939cDG4SzWOF4VAnd,7FBcuc1gsnv6Y1nwFtNRCb,3DuiGV3J09SUhvp8gqNx8h,I'm Not Okay (I Promise),My Chemical Romance,Three Cheers For Sweet Revenge,TRUE,1,5,spotify:track:7lRlq939cDG4SzWOF4VAnd,179.722,audio_features,9,-3.427,1,0.123,0.269,0.255,0.21,0.94,https://api.spotify.com/v1/tracks/7lRlq939cDG4SzWOF4VAnd,https://api.spotify.com/v1/audio-analysis/7lRlq939cDG4SzWOF4VAnd,186480,4,0.00602,0,emo,76,69,6/8/2004,,,
1161,67,4YjjNHtEsTX6Af4mCTupT5,0a1gHP0HAqALbEyxaD5Ngn,5NH87jdrVjOHt8gDMHT1Wy,Bless The Broken Road,Rascal Flatts,Feels Like Today,FALSE,1,2,spotify:track:4YjjNHtEsTX6Af4mCTupT5,135.948,audio_features,0,-6.336,1,0.0265,0.178,0.384,0.599,0.433,https://api.spotify.com/v1/tracks/4YjjNHtEsTX6Af4mCTupT5,https://api.spotify.com/v1/audio-analysis/4YjjNHtEsTX6Af4mCTupT5,226680,4,0.693,8.99E-05,contemporary country,72,58,1/1/2004,,,
1188,67,1HwpWwa6bnqqRhK8agG4RS,2Hjj68yyUPiC0HKEOigcEp,2gidE8vgVOkYufANjuvj3S,Beautiful Soul,Jesse McCartney,Beautiful Soul,FALSE,1,2,spotify:track:1HwpWwa6bnqqRhK8agG4RS,89.985,audio_features,9,-4.269,1,0.0489,0.0274,0.931,0.661,0.657,https://api.spotify.com/v1/tracks/1HwpWwa6bnqqRhK8agG4RS,https://api.spotify.com/v1/audio-analysis/1HwpWwa6bnqqRhK8agG4RS,214227,4,0.086,0,dance pop,66,57,1/1/2004,,,
1215,67,6hrgeEo1WQOHVeF8QMv68S,5WUlDfRSoLAfcVSX1WnrxN,6uVUKJgirfLpW20hCk9cwb,Breathe Me,Sia,Colour The Small One,FALSE,1,3,spotify:track:6hrgeEo1WQOHVeF8QMv68S,120.064,audio_features,0,-7.523,1,0.0335,0.0961,0.202,0.544,0.63,https://api.spotify.com/v1/tracks/6hrgeEo1WQOHVeF8QMv68S,https://api.spotify.com/v1/audio-analysis/6hrgeEo1WQOHVeF8QMv68S,274933,4,0.034,0.573,australian dance,88,56,2004,,,
1242,74,6jEZLz3YpnEBRpVkv35AmP,4VMYDCV2IEDYJArk749S6m,5i2HhIrYyMNQvmsBk9h8Im,Gasolina,Daddy Yankee,Barrio Fino (Bonus Track Version),FALSE,1,5,spotify:track:6jEZLz3YpnEBRpVkv35AmP,96.009,audio_features,0,-6.499,1,0.0618,0.0789,0.753,0.857,0.801,https://api.spotify.com/v1/tracks/6jEZLz3YpnEBRpVkv35AmP,https://api.spotify.com/v1/audio-analysis/6jEZLz3YpnEBRpVkv35AmP,192600,4,0.332,1.20E-06,latin,89,69,7/13/2004,,,
1269,71,6z5Xrx58p5Bs18RIe6KXbI,4VMYDCV2IEDYJArk749S6m,5i2HhIrYyMNQvmsBk9h8Im,Lo Que Pasó, Pasó,Daddy Yankee,FALSE,1,8,spotify:track:6z5Xrx58p5Bs18RIe6KXbI,97.019,audio_features,8,-6.468,0,0.0411,0.263,0.848,0.816,0.747,https://api.spotify.com/v1/tracks/6z5Xrx58p5Bs18RIe6KXbI,https://api.spotify.com/v1/audio-analysis/6z5Xrx58p5Bs18RIe6KXbI,210933,4,0.102,0,latin,89,69,7/13/2004,,,
1305,75,7dyluIqv7QYVTXXZiMWPHW,3nFkdlSjzX9mRTtwJOzDYB,5NH94cATqx5fjBE794xZLy,Numb / Encore,JAY Z,Collision Course (Deluxe Version),TRUE,1,4,spotify:track:7dyluIqv7QYVTXXZiMWPHW,107.005,audio_features,2,-4.251,1,0.156,0.546,0.799,0.685,0.803,https://api.spotify.com/v1/tracks/7dyluIqv7QYVTXXZiMWPHW,https://api.spotify.com/v1/audio-analysis/7dyluIqv7QYVTXXZiMWPHW,205280,4,0.0601,0,bulgarian hip hop,82,66,11/30/2004,,,
1332,74,5sNESr6pQfIhL3krM8CtZn,3nFkdlSjzX9mRTtwJOzDYB,4lhyg7YGQagE8FT8cZBqyw,Numb / Encore,JAY Z,Numb/Encore: MTV Ultimate Mash-Ups Presents Collision Course,TRUE,1,1,spotify:track:5sNESr6pQfIhL3krM8CtZn,107.045,audio_features,2,-4.254,1,0.166,0.582,0.751,0.687,0.793,https://api.spotify.com/v1/tracks/5sNESr6pQfIhL3krM8CtZn,https://api.spotify.com/v1/audio-analysis/5sNESr6pQfIhL3krM8CtZn,205733,4,0.0603,0,bulgarian hip hop,82,63,11/30/2004,,,
1386,67,6ZxrUCaynLgKSUudACOTwj,4IR8ZkpbyyKrqsIzchF3NB,1namjaJZ23ozXXB7X2d4hy,Cold,Crossfade,Crossfade,FALSE,1,2,spotify:track:6ZxrUCaynLgKSUudACOTwj,147.974,audio_features,2,-5.55,0,0.0368,0.27,0.618,0.451,0.815,https://api.spotify.com/v1/tracks/6ZxrUCaynLgKSUudACOTwj,https://api.spotify.com/v1/audio-analysis/6ZxrUCaynLgKSUudACOTwj,194227,4,6.06E-05,0,alternative metal,58,60,4/13/2004,,,
1440,66,51UtgWS4z1eMPuLQOzPtNH,41Q0HrwWBtuUkJc7C1Rp6K,0OsjlbBaSZFbZnXGAUysMG,Amber,311,Greatest Hits '93 - '03,FALSE,1,4,spotify:track:51UtgWS4z1eMPuLQOzPtNH,166.163,audio_features,4,-8.638,0,0.0455,0.1,0.748,0.659,0.727,https://api.spotify.com/v1/tracks/51UtgWS4z1eMPuLQOzPtNH,https://api.spotify.com/v1/audio-analysis/51UtgWS4z1eMPuLQOzPtNH,211080,4,0.119,0.00427,alternative metal,65,59,6/8/2004,,,
1494,68,0ll8uFnc0nANY35E0Lfxvg,53A0W3U0s8diEn9RhXQhVz,0qsT8HLvlWaSWIq8Rc95BI,Somewhere Only We Know,Keane,Hopes And Fears,FALSE,1,1,spotify:track:0ll8uFnc0nANY35E0Lfxvg,172.015,audio_features,9,-4.221,1,0.0259,0.0869,0.307,0.447,0.662,https://api.spotify.com/v1/tracks/0ll8uFnc0nANY35E0Lfxvg,https://api.spotify.com/v1/audio-analysis/0ll8uFnc0nANY35E0Lfxvg,236160,4,0.0597,2.88E-06,neo mellow,71,59,1/1/2004,,,
1548,66,2fSIF8CJhoc9CJhF9vJDXp,6DoH7ywD5BcQvjloe9OcIj,2DQHgaOMVOs2OKLaksiMx9,Jolene,Ray LaMontagne,Trouble,FALSE,1,9,spotify:track:2fSIF8CJhoc9CJhF9vJDXp,119.752,audio_features,7,-15.196,1,0.0329,0.0953,0.288,0.587,0.142,https://api.spotify.com/v1/tracks/2fSIF8CJhoc9CJhF9vJDXp,https://api.spotify.com/v1/audio-analysis/2fSIF8CJhoc9CJhF9vJDXp,250867,4,0.862,0.000162,acoustic pop,67,60,8/15/2004,,,
1602,69,4FTOpNYcGxnQdGNWSxIcio,1Y8cdNmUJH7yBTd9yOvr5i,0b6ivSFfDs38MG7aLn9rvO,Soldier ft Lil Wayne,Destiny's Child,Destiny Fulfilled,FALSE,1,2,spotify:track:4FTOpNYcGxnQdGNWSxIcio,77.49,audio_features,7,-6.799,1,0.361,0.0833,0.904,0.878,0.417,https://api.spotify.com/v1/tracks/4FTOpNYcGxnQdGNWSxIcio,https://api.spotify.com/v1/audio-analysis/4FTOpNYcGxnQdGNWSxIcio,325573,4,0.0444,0,dance pop,75,63,11/16/2004,,,
1656,63,6uYAPqxP69zfpCbsTHXgiz,1Y8cdNmUJH7yBTd9yOvr5i,0b6ivSFfDs38MG7aLn9rvO,Cater 2 U,Destiny's Child,Destiny Fulfilled,FALSE,1,3,spotify:track:6uYAPqxP69zfpCbsTHXgiz,125.802,audio_features,11,-7.043,0,0.197,0.235,0.464,0.605,0.584,https://api.spotify.com/v1/tracks/6uYAPqxP69zfpCbsTHXgiz,https://api.spotify.com/v1/audio-analysis/6uYAPqxP69zfpCbsTHXgiz,245400,4,0.286,0,dance pop,75,63,11/16/2004,,,
1692,64,4dvQg9sD8k9y4qiEURuj8v,1Y8cdNmUJH7yBTd9yOvr5i,0b6ivSFfDs38MG7aLn9rvO,Lose My Breath,Destiny's Child,Destiny Fulfilled,FALSE,1,1,spotify:track:4dvQg9sD8k9y4qiEURuj8v,119.011,audio_features,1,-5.958,1,0.0637,0.0979,0.545,0.814,0.899,https://api.spotify.com/v1/tracks/4dvQg9sD8k9y4qiEURuj8v,https://api.spotify.com/v1/audio-analysis/4dvQg9sD8k9y4qiEURuj8v,242013,4,0.00727,0.219,dance pop,75,63,11/16/2004,,,
1701,64,4MeDnO5yA2Zi6IMlVApRci,4Js9eYwAf9rypNtV8pNSw9,2R7G5Z0RWWZU1V731JZG68,Freek-A-Leek,Petey Pablo,Still Writing In My Diary: 2nd Entry,TRUE,1,4,spotify:track:4MeDnO5yA2Zi6IMlVApRci,104.999,audio_features,2,-3.718,1,0.178,0.364,0.632,0.756,0.691,https://api.spotify.com/v1/tracks/4MeDnO5yA2Zi6IMlVApRci,https://api.spotify.com/v1/audio-analysis/4MeDnO5yA2Zi6IMlVApRci,235187,4,0.0744,0,crunk,58,53,2004,,,
1755,65,3CcvahnsiArpTHYQEWV2Au,4OBJLual30L7gRl5UkeRcT,1oFucub5OjyG4XPsDUzhil,Bring Em Out,T.I.,Urban Legend,TRUE,1,13,spotify:track:3CcvahnsiArpTHYQEWV2Au,98.579,audio_features,11,-2.983,1,0.257,0.141,0.587,0.759,0.891,https://api.spotify.com/v1/tracks/3CcvahnsiArpTHYQEWV2Au,https://api.spotify.com/v1/audio-analysis/3CcvahnsiArpTHYQEWV2Au,216707,4,0.0298,0,dance pop,78,58,11/29/2004,,,
1809,63,0JC3ynTNoZaWjZHXzeapYy,0le01dl1WllSHhjEXRl4in,0WdxQHUdLZBGbscwYV72zM,Into You (feat. Fabolous),Tamia,More (U.S. Version),FALSE,1,8,spotify:track:0JC3ynTNoZaWjZHXzeapYy,91.104,audio_features,7,-7.683,0,0.0327,0.173,0.57,0.677,0.531,https://api.spotify.com/v1/tracks/0JC3ynTNoZaWjZHXzeapYy,https://api.spotify.com/v1/audio-analysis/0JC3ynTNoZaWjZHXzeapYy,294093,4,0.219,0,canadian pop,63,53,2004,,,
1863,66,359krpyCKcFF8SFvqWES9L,4DBi4EYXgiqbkxvWUXUzMi,0ogkqQa8hPAtL02IqwJ36x,Wagon Wheel,Old Crow Medicine Show,O.C.M.S.,FALSE,1,11,spotify:track:359krpyCKcFF8SFvqWES9L,145.525,audio_features,9,-8.211,1,0.0359,0.114,0.634,0.621,0.403,https://api.spotify.com/v1/tracks/359krpyCKcFF8SFvqWES9L,https://api.spotify.com/v1/audio-analysis/359krpyCKcFF8SFvqWES9L,232133,4,0.58,0,alternative country,59,56,2/10/2004,,,
1917,64,260F1LrhRMiuXOZIaypMZd,2OpHxx1SArSMlBrIMM0aV9,5kEwAtq7VqWsm1Aa1Qqket,Bowl For Two,The Expendables,Gettin' Filthy,FALSE,1,7,spotify:track:260F1LrhRMiuXOZIaypMZd,138.528,audio_features,4,-6.214,0,0.0344,0.108,0.382,0.728,0.5,https://api.spotify.com/v1/tracks/260F1LrhRMiuXOZIaypMZd,https://api.spotify.com/v1/audio-analysis/260F1LrhRMiuXOZIaypMZd,283427,4,0.0749,5.84E-06,reggae rock,55,55,9/28/2004,,,
1971,63,2tOZtdbkAMQASWokLvSlzj,6vbY3hOaCAhC7VjucswgdS,7tbgPQub8dUigxMdkYDfOb,Overnight Celebrity,Twista,Kamikaze,TRUE,1,5,spotify:track:2tOZtdbkAMQASWokLvSlzj,134.199,audio_features,10,-5.435,0,0.179,0.281,0.777,0.828,0.792,https://api.spotify.com/v1/tracks/2tOZtdbkAMQASWokLvSlzj,https://api.spotify.com/v1/audio-analysis/2tOZtdbkAMQASWokLvSlzj,233360,4,0.182,0,dance pop,66,54,1/27/2004,,,
1995,64,1hwdPQtFHISvZ9SXMkNrIK,1GlMjIezcLwV3OFlX0uXOv,7bt2aty3lUo6Q1Ud8pthRz,"A Whole New World - From ""Aladdin""/ Soundtrack Version",Lea Salonga,Aladdin Special Edition,FALSE,1,9,spotify:track:1hwdPQtFHISvZ9SXMkNrIK,124.805,audio_features,0,-15.607,1,0.0385,0.104,0.157,0.284,0.24,https://api.spotify.com/v1/tracks/1hwdPQtFHISvZ9SXMkNrIK,https://api.spotify.com/v1/audio-analysis/1hwdPQtFHISvZ9SXMkNrIK,160800,4,0.831,5.79E-06,hollywood,64,56,1/1/2004,,,
2049,74,3QHONiXGMGU3z68mQInncF,59wfkuBoNyhDMQGCljbUbA,46JQVqJpOg8opDLUl1qHT1,I'll Be Missing You (feat. 112),Diddy,Bad Boy's 10th Anniversary- The Hits,FALSE,1,13,spotify:track:3QHONiXGMGU3z68mQInncF,109.878,audio_features,7,-9.199,1,0.0646,0.589,0.925,0.862,0.479,https://api.spotify.com/v1/tracks/3QHONiXGMGU3z68mQInncF,https://api.spotify.com/v1/audio-analysis/3QHONiXGMGU3z68mQInncF,301520,4,0.0522,0.00126,dance pop,74,68,3/9/2004,,,
2103,66,6Wt5QBzHp9vdSLAFlvdnDQ,59wfkuBoNyhDMQGCljbUbA,46JQVqJpOg8opDLUl1qHT1,I Need a Girl Part 2 (feat. Loon, Ginuwine & Mario Winans),Diddy,FALSE,1,7,spotify:track:6Wt5QBzHp9vdSLAFlvdnDQ,199.765,audio_features,1,-7.392,0,0.483,0.0308,0.781,0.713,0.471,https://api.spotify.com/v1/tracks/6Wt5QBzHp9vdSLAFlvdnDQ,https://api.spotify.com/v1/audio-analysis/6Wt5QBzHp9vdSLAFlvdnDQ,285587,4,0.421,0,dance pop,74,68,3/9/2004,,,
2139,68,17larILaMHwsprsMFnYI77,5me0Irg2ANcsgc93uaYrpb,46JQVqJpOg8opDLUl1qHT1,Big Poppa,The Notorious B.I.G.,Bad Boy's 10th Anniversary- The Hits,TRUE,1,6,spotify:track:17larILaMHwsprsMFnYI77,84.487,audio_features,9,-7.22,0,0.274,0.138,0.758,0.778,0.578,https://api.spotify.com/v1/tracks/17larILaMHwsprsMFnYI77,https://api.spotify.com/v1/audio-analysis/17larILaMHwsprsMFnYI77,252747,4,0.432,0,east coast hip hop,79,68,3/9/2004,,,
2163,68,2gUSIsapdX6jEJ0DvjqTt2,4M5nCE77Qaxayuhp3fVn4V,20OPxsW0aYB6InxDImJRdt,Naked As We Came,Iron & Wine,Our Endless Numbered Days,FALSE,1,2,spotify:track:2gUSIsapdX6jEJ0DvjqTt2,172.358,audio_features,4,-16.734,1,0.0363,0.106,0.663,0.367,0.208,https://api.spotify.com/v1/tracks/2gUSIsapdX6jEJ0DvjqTt2,https://api.spotify.com/v1/audio-analysis/2gUSIsapdX6jEJ0DvjqTt2,152627,4,0.629,0.0584,chamber pop,69,60,3/23/2004,,,
2217,66,3aLof1zmaQ0GLcAc9YQ3Fq,2uFUBdaVGtyMqckSeCl0Qj,4aSt14A98gEpCUpKecrl4V,Nuvole bianche,Ludovico Einaudi,Una Mattina,FALSE,1,12,spotify:track:3aLof1zmaQ0GLcAc9YQ3Fq,136.248,audio_features,8,-25.377,1,0.0574,0.103,0.0499,0.177,0.06,https://api.spotify.com/v1/tracks/3aLof1zmaQ0GLcAc9YQ3Fq,https://api.spotify.com/v1/audio-analysis/3aLof1zmaQ0GLcAc9YQ3Fq,357707,1,0.956,0.848,bow pop,77,58,2004,,,
2271,63,4D8uIY6Wzj7dJDaw0dW0UF,3bGXaFVQLASmDMdjjeJr8a,6yITsogKnqqWkEKqODSrDG,Something to Be Proud Of,Montgomery Gentry,You Do Your Thing,FALSE,1,1,spotify:track:4D8uIY6Wzj7dJDaw0dW0UF,97.555,audio_features,0,-6.481,1,0.0344,0.175,0.553,0.645,0.693,https://api.spotify.com/v1/tracks/4D8uIY6Wzj7dJDaw0dW0UF,https://api.spotify.com/v1/audio-analysis/4D8uIY6Wzj7dJDaw0dW0UF,256600,4,0.0811,1.22E-05,contemporary country,62,53,5/18/2004,,,
2287,63,4XHQyvbrBsQaaBUW1VvmsL,5Qi4Bb7a8C0a00NZcA77L0,61EgDesQnFVyYf2UneM9PQ,My Band,D12,D-12 World,TRUE,1,6,spotify:track:4XHQyvbrBsQaaBUW1VvmsL,120.014,audio_features,1,-3.383,0,0.0828,0.116,0.844,0.851,0.849,https://api.spotify.com/v1/tracks/4XHQyvbrBsQaaBUW1VvmsL,https://api.spotify.com/v1/audio-analysis/4XHQyvbrBsQaaBUW1VvmsL,298773,4,0.497,2.05E-06,detroit hip hop,65,56,1/1/2004,,,
2303,63,1UREw2MCfU0xwBzCAjxlUD,4RddZ3iHvSpGV4dvATac9X,25wlsi7SWD8mFKxaEWGYuL,Scars,Papa Roach,Getting Away With Murder,FALSE,1,8,spotify:track:1UREw2MCfU0xwBzCAjxlUD,89.922,audio_features,11,-3.334,1,0.055,0.168,0.471,0.384,0.921,https://api.spotify.com/v1/tracks/1UREw2MCfU0xwBzCAjxlUD,https://api.spotify.com/v1/audio-analysis/1UREw2MCfU0xwBzCAjxlUD,208186,4,0.0948,0,alternative metal,75,53,1/1/2004,,,
2319,62,717TY4sfgKQm4kFbYQIzgo,26dSoYclwsYLMAKD3tpOr4,574xhx2X0G9MkqACxqi4cg,Toxic,Britney Spears,Greatest Hits: My Prerogative,FALSE,1,2,spotify:track:717TY4sfgKQm4kFbYQIzgo,143.011,audio_features,5,-3.925,0,0.121,0.241,0.923,0.774,0.847,https://api.spotify.com/v1/tracks/717TY4sfgKQm4kFbYQIzgo,https://api.spotify.com/v1/audio-analysis/717TY4sfgKQm4kFbYQIzgo,198813,4,0.0279,0.0183,dance pop,79,55,2004,,,
2335,64,1fLibtVj3MrNTwRZq5yUOs,12FHARd9fY0Tu0ila4Ua25,2Ve8rF1LYTRGl3ZAI2z2YT,Let's Go (feat. Big D & Twista),Trick Daddy,Thug Matrimony: Married To The Streets,TRUE,1,2,spotify:track:1fLibtVj3MrNTwRZq5yUOs,133.929,audio_features,11,-7.806,0,0.172,0.334,0.519,0.748,0.767,https://api.spotify.com/v1/tracks/1fLibtVj3MrNTwRZq5yUOs,https://api.spotify.com/v1/audio-analysis/1fLibtVj3MrNTwRZq5yUOs,222200,4,0.0267,0,crunk,59,55,10/26/2004,,,
2351,64,2ndnVdR8si7CW9T8vJRHyW,6eBYLQONaYZhZNAVK061t6,15Zjx7K5ifTVmXa3Nk5B88,Move Ya Body,Nina Sky,Nina Sky,FALSE,1,2,spotify:track:2ndnVdR8si7CW9T8vJRHyW,121.072,audio_features,11,-6.446,0,0.0446,0.0573,0.828,0.876,0.71,https://api.spotify.com/v1/tracks/2ndnVdR8si7CW9T8vJRHyW,https://api.spotify.com/v1/audio-analysis/2ndnVdR8si7CW9T8vJRHyW,232000,4,0.0234,0.000161,hip pop,59,52,1/1/2004,,,
2367,65,2EM9zpAc7PVeoAydmbfVIL,0UWZUmn7sybxMCqrw9tGa7,2HbvQeJXke68tjwOcsj8ne,La Camisa Negra,Juanes,Mi Sangre,FALSE,1,4,spotify:track:2EM9zpAc7PVeoAydmbfVIL,97.01,audio_features,6,-4.378,0,0.0308,0.0537,0.973,0.764,0.737,https://api.spotify.com/v1/tracks/2EM9zpAc7PVeoAydmbfVIL,https://api.spotify.com/v1/audio-analysis/2EM9zpAc7PVeoAydmbfVIL,216707,4,0.0974,0,cumbia,77,59,1/1/2004,,,
2383,63,6QfnvcOKsdN4Q6exUWVuzn,126FigDBtqwS2YsOYMTPQe,1FPDKmotHS1ESWAgjUEqh2,Ohio Is for Lovers,Hawthorne Heights,The Silence In Black and White - Re-Issue,FALSE,1,8,spotify:track:6QfnvcOKsdN4Q6exUWVuzn,170.045,audio_features,8,-6.896,0,0.0687,0.357,0.625,0.568,0.835,https://api.spotify.com/v1/tracks/6QfnvcOKsdN4Q6exUWVuzn,https://api.spotify.com/v1/audio-analysis/6QfnvcOKsdN4Q6exUWVuzn,244480,4,0.0411,0,emo,56,54,2004,,,
2399,65,2lVDc57IMK6nypg2iuEWVR,1Zz5UxfKSSqc6hpa3xJPCw,5Woeg9DhPiMTP0MwKRqT0t,Tipsy - Radio Mix,J-Kwon,Tipsy,FALSE,1,1,spotify:track:2lVDc57IMK6nypg2iuEWVR,92.978,audio_features,11,-5.572,0,0.278,0.101,0.615,0.925,0.748,https://api.spotify.com/v1/tracks/2lVDc57IMK6nypg2iuEWVR,https://api.spotify.com/v1/audio-analysis/2lVDc57IMK6nypg2iuEWVR,243027,4,0.0484,0,dirty south rap,55,53,1/25/2004,,,
2415,60,0jSMveIWvnhDIvzqN74Uc7,1Zz5UxfKSSqc6hpa3xJPCw,4yTlfDLsW1dK2kG1qoNsrv,Tipsy - Club Mix,J-Kwon,Hood Hop,TRUE,1,3,spotify:track:0jSMveIWvnhDIvzqN74Uc7,93.02,audio_features,0,-5.79,1,0.367,0.0888,0.656,0.925,0.744,https://api.spotify.com/v1/tracks/0jSMveIWvnhDIvzqN74Uc7,https://api.spotify.com/v1/audio-analysis/0jSMveIWvnhDIvzqN74Uc7,243227,4,0.0644,0,dirty south rap,55,49,2004,,,
2417,69,4BFMQ15vXr626UOoZL8bUI,1XE70WwxhnrXNAJYQQ9ygx,2Ll0rYVkAHV0QT7P2vknQc,(I've Had) The Time of My Life,Bill Medley,Platinum & Gold Collection,FALSE,1,12,spotify:track:4BFMQ15vXr626UOoZL8bUI,108.695,audio_features,6,-8.255,0,0.0507,0.059,0.385,0.7,0.781,https://api.spotify.com/v1/tracks/4BFMQ15vXr626UOoZL8bUI,https://api.spotify.com/v1/audio-analysis/4BFMQ15vXr626UOoZL8bUI,289067,4,0.0874,0.00342,,NA,58,7/2/2004,,,
2425,63,41PWz0hAiU9FqsmjR9Wh62,3ciRvbBIVz9fBoPbtSYq4x,0hk2hXNB5d65F400dhcdcV,Lovers And Friends,Lil Jon & The East Side Boyz,Crunk Juice,TRUE,1,12,spotify:track:41PWz0hAiU9FqsmjR9Wh62,139.861,audio_features,10,-6.183,1,0.22,0.429,0.532,0.675,0.501,https://api.spotify.com/v1/tracks/41PWz0hAiU9FqsmjR9Wh62,https://api.spotify.com/v1/audio-analysis/41PWz0hAiU9FqsmjR9Wh62,260600,4,0.0541,0,,NA,55,11/16/2004,,,
2433,68,58CrldAc1Z5WIBozT1NMJH,5y2Xq6xcjJb2jVM54GHK3t,0QtPeJVJ7l0w7K6681fbaV,Ordinary People,John Legend,Get Lifted,FALSE,1,8,spotify:track:58CrldAc1Z5WIBozT1NMJH,67.011,audio_features,10,-14.001,1,0.0807,0.0873,0.36,0.469,0.132,https://api.spotify.com/v1/tracks/58CrldAc1Z5WIBozT1NMJH,https://api.spotify.com/v1/audio-analysis/58CrldAc1Z5WIBozT1NMJH,281467,3,0.929,0,,NA,61,2004,,,
2441,63,3Vi93V7o1tT28Cut4gSWi3,3nJWBJvK7uGvfp4iZh9CkN,3cJE7FR4nYlCE00wqqRcQi,Be My Escape,Relient K,Mmhmm,FALSE,1,2,spotify:track:3Vi93V7o1tT28Cut4gSWi3,112.523,audio_features,9,-5.062,1,0.0394,0.132,0.299,0.554,0.864,https://api.spotify.com/v1/tracks/3Vi93V7o1tT28Cut4gSWi3,https://api.spotify.com/v1/audio-analysis/3Vi93V7o1tT28Cut4gSWi3,240453,4,0.00605,0,canadian ccm,60,55,11/2/2004,,,
2457,70,3yEtuhGR8jOtusa29jWrhG,4wLXwxDeWQ8mtUIRPxGiD6,4O3yvEN5II2yKWKBPtDLD7,Tu Amor Me Hace Bien - Salsa Version,Marc Anthony,Valio La Pena,FALSE,1,4,spotify:track:3yEtuhGR8jOtusa29jWrhG,97.68,audio_features,0,-6.496,1,0.0359,0.112,0.617,0.691,0.658,https://api.spotify.com/v1/tracks/3yEtuhGR8jOtusa29jWrhG,https://api.spotify.com/v1/audio-analysis/3yEtuhGR8jOtusa29jWrhG,300160,4,0.398,4.58E-05,latin,77,63,7/27/2004,,,
2473,66,6Hmj7SrLRbreLVfVS7mV1S,3kjuyTCjPG1WMFCiyc5IuB,6ZB8qaR9JNuS0Q0bG1nbcH,Wake Up,Arcade Fire,Funeral,FALSE,1,7,spotify:track:6Hmj7SrLRbreLVfVS7mV1S,139.361,audio_features,0,-4.845,1,0.0368,0.118,0.29,0.252,0.8,https://api.spotify.com/v1/tracks/6Hmj7SrLRbreLVfVS7mV1S,https://api.spotify.com/v1/audio-analysis/6Hmj7SrLRbreLVfVS7mV1S,335333,4,0.12,0.0538,canadian indie,72,63,2004,,,
2489,60,714Lw0m2SmCEhKSPw0Dn8J,2p4FqHnazRucYQHyDCdBrJ,7l3v1MPa9GlbxbVJmaVrVd,Welcome To My Life,Simple Plan,Still Not Getting Any,FALSE,1,2,spotify:track:714Lw0m2SmCEhKSPw0Dn8J,173.255,audio_features,1,-4.535,1,0.0963,0.067,0.491,0.421,0.858,https://api.spotify.com/v1/tracks/714Lw0m2SmCEhKSPw0Dn8J,https://api.spotify.com/v1/audio-analysis/714Lw0m2SmCEhKSPw0Dn8J,206773,4,0.0134,0,canadian punk,70,52,10/25/2004,,,
